All,Όλα
Sitemap,"Χάρτης Ιστότοπου"
Filename,"Όνομα αρχείου"
"example: sitemap.xml","παράδειγμα: χάρτης ιστότοπου.xml"
"Add Sitemap","Προσθήκη Χάρτη Ιστότοπου"
"You deleted the sitemap.","Διαγράψατε το Χάρτη Ιστότοπου."
"We can't find a sitemap to delete.","Δεν βρέθηκε Χάρτης Ιστότοπου για διαγραφή."
"This sitemap no longer exists.","Αυτός ο Χάρτης ιστοτοπου δεν υπάρχει πλέον."
"Site Map","Χάρτης ιστότοπου"
"New Site Map","Νέος Χάρτης Ιστοτόπου"
"The sitemap ""%1"" has been generated.","Έχει δημιουργηθεί ο Χάρτης Ιστότοπου ""%1""."
"We can't generate the sitemap right now.","Δεν είναι δυνατή η δημιουργία χάρτης ιστότοπου αυτή τη στιγμή."
"We can't find a sitemap to generate.","Δεν βρέθηκε Χάρτης Ιστότοπου για δημιουργία."
"You saved the sitemap.","Αποθηκεύσατε το Χάρτη Ιστότοπου."
"The priority must be between 0 and 1.","Η προτεραιότητα πρέπει να είναι μεταξύ 0 και 1."
Yearly,Ετήσια
"File handler unreachable","Δείκτης χειρισμού αρχείων μη προσβάσιμος"
"Please define a correct path.","Παρακαλώ καθορίστε μια σωστή διαδρομή."
"Please create the specified folder ""%1"" before saving the sitemap.","Παρακαλώ δημιουργήστε τον καθορισμένο φάκελο ""%1"" πριν αποθηκεύσετε το χάρτη ιστότοπου."
"Please make sure that ""%1"" is writable by the web-server.","Παρακαλώ βεβαιωθείτε ότι ""%1"" είναι εγγράψιμο από τον διακομιστή."
"Please use only letters (a-z or A-Z), numbers (0-9) or underscores (_) in the filename. No spaces or other characters are allowed.","Παρακαλούμε χρησιμοποιήστε μόνο γράμματα (a-z ή A-Z), αριθμούς (0-9) ή χαρακτήρες υπογράμμισης (_) στο όνομα αρχείου. Δεν επιτρέπονται κενά διαστήματα ή άλλοι χαρακτήρες."
"Base Only","Βάση μόνο"
"Sitemap generate Warnings","Χάρτης Ιστότοπου δημιούργησε Προειδοποιήσεις"
"Sitemap Generation Warnings","Προειδοποιήσεις Δημιουργίας Χάρτη Ιστότοπου"
"XML Sitemap Section","Τμήμα XML Χάρτη Ιστότοπου"
"Categories Options","Επιλογές Κατηγοριών"
"Valid values range from 0.0 to 1.0.","Έγκυρο εύρος τιμών από 0.0 έως 1.0."
"Products Options","Επιλογές προϊόντων"
"Add Images into Sitemap","Προσθήκη Εικόνων στο Χάρτη Ιστότοπου"
"CMS Pages Options","Επιλογές CMS Σελίδων"
"Generation Settings","Ρυθμίσεις δημιουργίας"
"Sitemap File Limits","Όρια Αρχείο Χάρτη Ιστότοπου"
"Maximum No of URLs Per File","Ανώτατο Όριο URLs Ανά Αρχείο"
"Maximum File Size","Μέγιστο Μέγεθος Αρχείου"
"File size in bytes.","Μέγεθος αρχείου σε bytes."
"Search Engine Submission Settings","Ρυθμίσεις Υποβολής Μηχανής Αναζήτησης"
"Enable Submission to Robots.txt","Ενεργοποίηση υποβολής στο Robots.txt"
"Link for Google","Σύνδεσμος για το Google"
"Last Generated","Τελευταία Δημιουργήθηκε"
"We were unable to perform the search because of a search engine misconfiguration.","Δεν ήμασταν σε θέση να εκτελέσουμε την αναζήτηση λόγω μιας εσφαλμένης ρύθμισης παραμέτρων μηχανή αναζήτησης."
"Final commit","Τελική ολοκλήρωση"
"Partial commit","Μερική ολοκλήρωση"
"Engine autocommit","Αυτόματη ολοκλήρωση μηχανής"
"Solr Server Hostname","Όνομα κεντρικού υπολογιστή διακομιστή Solr"
"Solr Server Port","Θύρα του διακομιστή Solr"
"Solr Server Username","Όνομα χρήστη διακομιστή Solr"
"Solr Server Password","Κωδικός χρήστη διακομιστή Solr"
"Solr Server Timeout","Χρονικό όριο διακομιστή Solr"
"Solr Server Path","Διαδρομή διακομιστή Solr"
"Without starting and trailing slashes.","Χωρίς καθέτους εκκίνησης και τέλους."
"Indexation Mode","Λειτουργία Αναπροσαρμογής Δείκτη"
"Partial commit mode affects time of indexation, but allows indexed products to be visible on Storefront before indexation is completed.","Μερική λειτουργία ολοκλήρωσης επηρεάζει τον χρόνο της αναπροσαρμογής δείκτη, αλλά επιτρέπει το ευρετήριο προϊόντων να είναι ορατό στην Βιτρίνα Καταστήματος πριν ολοκληρωθεί η αναπροσαρμογή δείκτη."
"Please fill in Hostname, Port, Path","Παρακαλώ να συμπληρώσετε το όνομα κεντρικού υπολογιστή, τη πόρτα, τη διαδρομή"
"Remove from Update","Αφαίρεση από την Ενημερωμένη Έκδοση"
"Schedule New Update","Πρoγραμματισμένη νέα ενημέρωση"
"View Specific Date","Προβολή Συγκεκριμένης Ημερομηνίας"
"Date & Time","Ημερομηνία & Ώρα"
"This update not exists.","Αυτή η ενημέρωση δεν υπάρχει."
"Content Staging Dashboard","Πίνακας Ελέγχου Βαθμίδας Περιεχομένου"
"The Start Time of this Update cannot be changed. It's been already started.","Η Ώρα Έναρξης αυτής της Ενημέρωσης δεν μπορεί να αλλάξει. Έχει ήδη ξεκινήσει."
"Cannot save Update.","Δεν είναι δυνατή η αποθήκευση της Ενημέρωσης."
"Edit Existing Update","Επεξεργασία Υφιστάμενης Ενημέρωσης"
"Assign to Another Update","Αντιστοίχιση σε μία Άλλη Ενημέρωση"
"Assign to Existing Update","Αντιστοίχιση σε Υπάρχουσα Ενημέρωση"
"You removed this %1 from the update and saved it in the other one.","Καταργήσατε το %1 από την ενημερωμένη έκδοση και το αποθηκεύσατε σε ένα άλλο."
"You removed this %1 from the update.","Καταργήσατε το %1 από την ενημερωμένη έκδοση."
